,ep_RA.Q21M.260,ep_RA.Q21M.124,ep_RA.Q21M.1220,ep_RA.Q21M.60,ep_RA.Q21A.260,ep_RA.Q21A.124,ep_RA.Q21A.1220,ep_RA.Q21A.60,ep_RA.Y20I.260,ep_RA.Y20I.124,ep_RA.Y20I.1220,ep_RA.Y20I.60,logp
1734,-15.398728663041439,-15.50084762742476,-15.18472181708831,-15.793134094674032,-10.929487829461292,-10.172296396283368,-11.279875965782622,-10.02020068236423,-10.132850171316605,-9.564807946733112,-10.243934862978437,-9.770936894891568,1870.5404422542283
1735,-15.418139949970959,-15.430200934281514,-15.250013637836593,-15.787010672573425,-11.112104120394124,-10.210813649260086,-11.14090688960358,-9.979816764376846,-9.820397004575995,-9.471888924743087,-10.12013113475396,-9.723962016325757,1873.1608779892103
1736,-15.368847210260247,-15.496269253055226,-15.258566084111534,-15.825684326638326,-11.008345157216823,-10.080908454162088,-11.103322470365082,-9.896833995020906,-9.732509943085105,-9.502512229821772,-10.246023811875732,-9.806472844852392,1868.1332401173688
1737,-15.52056414452325,-15.572053672711782,-15.246736114313922,-15.723409573018426,-11.036423156178106,-10.406763834274336,-11.028565294035326,-10.147145888584337,-9.850572186928478,-9.281690824458426,-10.236343040486302,-9.85059542252994,1866.1170011753716
1738,-15.435491332877476,-15.443564645788447,-15.266582438238094,-15.777228262152727,-10.934367242929326,-10.187626913979564,-11.064696585565713,-9.844219045626469,-9.994416717199059,-9.328413958785726,-10.13343600259248,-9.842182768109033,1871.7360811419142
1739,-15.53049149158146,-15.591331097477125,-15.162857846353216,-15.73554183450834,-11.02941991899361,-10.177005603553768,-11.15745416185845,-9.88720570711798,-9.911869549018734,-9.088467166441365,-10.047698233107578,-9.768538684689906,1874.960500990671
1740,-15.489181532240263,-15.558375047932119,-15.1985807186398,-15.75212264550871,-11.109719562547152,-10.25170556075106,-11.210894136258428,-9.876803924847692,-9.764352992419699,-9.353953825886682,-10.154729281934152,-9.841557867847166,1880.8165382105624
1741,-15.442222535877805,-15.472023813823114,-15.113929672415663,-15.72613451408078,-11.026441125532097,-10.285690032226535,-11.167179640189179,-9.928472691262058,-9.959674620654514,-9.42136952024214,-10.162974472819322,-9.769558322493946,1871.1198161301331
1742,-15.544806488409302,-15.600491870566565,-15.166383210230135,-15.71070638429513,-11.246228888504342,-10.12925932701713,-11.070048481139889,-10.1312698828125,-10.12427282981652,-9.388864062724329,-10.162906692284759,-9.896493390418795,1865.8600880437139
1743,-15.425466233764679,-15.411495194485324,-15.269835261768351,-15.757076633248532,-11.19294563055444,-10.061353997501657,-11.259727351113831,-9.816686706356549,-9.871500013705958,-9.439263540331853,-9.922661164921022,-9.83847518242725,1872.00595866851
1744,-15.486677079013045,-15.595958911469136,-15.23190889501641,-15.758934253650994,-11.191699919817427,-10.207726011594273,-11.180432535068222,-9.864022390509826,-9.922135729112712,-9.449630381543612,-10.162591034430216,-9.583188197411566,1875.1549389700829
1745,-15.48380900280932,-15.535413026059201,-15.231006127708664,-15.750712718416365,-11.035816539971206,-10.317125228624946,-11.06886141599635,-10.030810157255894,-9.947639868438937,-9.291300528233895,-10.442841860751221,-9.832957398504655,1872.4833097500712
1746,-15.527373107147115,-15.566151654125857,-15.210241101470055,-15.716829218588337,-10.993892896830738,-10.241066983533187,-11.087291163470892,-9.889855822074367,-9.908742732249353,-9.352506429872337,-10.208937994635226,-9.852509178385528,1875.2431865049887
1747,-15.414022891452115,-15.541652536247234,-15.189408687874591,-15.788717447589748,-11.074611240277822,-10.146476374736913,-11.296140011328434,-9.862385135650193,-9.907898077305077,-9.37510826947281,-9.914624400858484,-9.744691266629326,1875.4720388666722
1748,-15.4787089212679,-15.451868527082954,-15.26956499328785,-15.817286011373959,-11.118313978096142,-10.0642669577505,-11.223331767661847,-9.890674170565964,-10.094356076030829,-9.183426768939123,-10.078876550783335,-9.625397472912159,1871.3261911713073
1749,-15.543325572302447,-15.59538132210122,-15.160678641045143,-15.817047102543963,-11.282962225233678,-10.176814826226744,-11.057135056519774,-9.95307579115053,-9.875989438113116,-9.605648176505095,-9.967222832727385,-9.686496090621423,1870.5989077913357
1750,-15.357729309836913,-15.610564625297085,-15.147833830651177,-15.778311368958093,-11.177712894205333,-10.201447377024596,-11.178355494368642,-10.109744976235426,-9.888116566716864,-9.470692008776993,-10.128376238679623,-9.576696920576172,1867.5329920141755
1751,-15.514196510161916,-15.558658583828342,-15.163002835914854,-15.790795027886311,-11.14956741692364,-10.293875996982486,-11.288604513759603,-10.089207795772486,-9.7774463599962,-9.338162836263248,-10.199639103174823,-9.74372165648204,1873.668633611774
1752,-15.450848563788412,-15.517008372705545,-15.175618889608874,-15.759028618559569,-11.118439855623981,-10.203187690970557,-11.149325749640827,-10.023438416895246,-10.028969659064108,-9.396078109571606,-10.43493798603929,-9.691348217474388,1874.0232883215936
1753,-15.340480727668451,-15.48460215820181,-15.188484009611551,-15.843885548438461,-11.164917209607337,-10.32201943990558,-11.195055402694173,-9.915429298917896,-9.956560317896635,-9.34338307787651,-10.17183401884507,-9.77965235034457,1873.0132288406087
1754,-15.388060819298175,-15.570639556872313,-15.155955728135478,-15.785059329246865,-11.125288510841642,-10.183840545900157,-11.09524591363461,-9.756642803003526,-9.860886505924912,-9.417504690201902,-10.34061339916793,-9.827674048563981,1874.7401986658942
1755,-15.406575826515502,-15.52640289108957,-15.236262354326108,-15.825450743924927,-11.000815811220962,-10.397504651814454,-11.316471611616835,-9.97424124842644,-9.790300813460012,-9.380341438309596,-10.240284157878058,-9.928767755554864,1871.3529421058915
1756,-15.583209966134216,-15.544051140723933,-15.215959242250745,-15.687835508218987,-11.201653060320526,-10.303508011128747,-11.249905358644005,-9.826774857478448,-9.810768775222407,-9.265101857703241,-9.831364600186435,-9.696383690272048,1870.5718967208927
1757,-15.559065299910669,-15.577968603785063,-15.18905579469066,-15.702686701983467,-11.088880522890518,-10.058531552568049,-11.14894404877184,-9.875838283943658,-9.787205048061201,-9.341820876489727,-10.374893354287378,-9.850364577846618,1870.9607769846082
1758,-15.507621505186506,-15.439219753677811,-15.206212243820842,-15.773183918947744,-11.15709262167467,-10.392364445053882,-11.221055127241364,-9.971692197767727,-9.754686695061954,-9.392212389323655,-10.013287123155397,-9.67452995969892,1874.7483308384317
1759,-15.53613405405149,-15.547002782457593,-15.282651870573646,-15.812715663401317,-11.07471394874758,-10.181947169073412,-11.141344874371196,-9.704780106622833,-9.886603022388586,-9.308324078414552,-10.191285912202488,-9.819076172782959,1874.5486360783177
1760,-15.372580886830121,-15.559798569781957,-15.189990350184637,-15.74595008324917,-11.054133890496004,-10.124102490711257,-11.089632520489392,-9.942622083849544,-9.960115097525344,-9.439273576160573,-10.177285312265017,-9.862626629698799,1877.0304499443655
1761,-15.443751289727208,-15.52369763086819,-15.165081635441698,-15.707457521554934,-11.169752665310146,-10.089803837534962,-11.117004832112432,-10.011502794187777,-9.911151768558732,-9.171456868379037,-10.43770062751962,-9.85414620314315,1871.4016493722838
1762,-15.483081574378565,-15.488038376336371,-15.231298126562379,-15.696870154527877,-11.17397236636835,-10.16546597593838,-11.177723972754203,-9.957697413078845,-9.850101818645745,-9.342048284209936,-10.186614391035086,-9.791369270209575,1875.1874950642664
1763,-15.511190844916014,-15.567107989642764,-15.269393009876847,-15.827862593428733,-11.137402612845987,-10.291593922107094,-11.073927895288811,-9.88933260174808,-9.71870559110775,-9.24340019262225,-10.130214025668275,-9.764402366322575,1871.6048450152246
1764,-15.55316640648424,-15.537289965474596,-15.181106660320552,-15.79958781565271,-11.026103699340892,-10.195733589955292,-11.210569787716876,-9.85732464127838,-9.974698825546056,-9.162832324648456,-10.31648772439828,-9.736833330646103,1875.3472255749632
1765,-15.36204839287738,-15.651825093966377,-15.225577210990863,-15.76302187130658,-11.157446480645078,-10.19179856186022,-11.095536919021818,-10.037417687041156,-9.842515612760408,-9.198422366527335,-9.919790005772866,-9.766836147734136,1871.1493093573335
1766,-15.453738413478526,-15.626131888234077,-15.263775747024784,-15.77667100953501,-11.036355033690265,-10.196640516947689,-11.088859378374373,-9.85525434438368,-9.88065385949386,-9.292438767262416,-10.252314039001725,-9.760781516807652,1875.0900828947283
1767,-15.40837033848528,-15.473628278084057,-15.200946759711872,-15.774879517667749,-11.12406307276047,-10.039185075708888,-11.165481086612155,-9.508088677953333,-10.000106010707489,-9.40462121290851,-10.35140251919943,-9.799317539445623,1868.8042569268446
1768,-15.520285170298509,-15.55214199555416,-15.210751145342739,-15.826261051211608,-11.145121397494654,-10.104004079613116,-11.21084875398007,-9.841441344310827,-10.011504576713916,-9.240861240639685,-10.092789680896724,-9.686451217841318,1873.2164906779983
1769,-15.41637843074474,-15.605349679531772,-15.210238546974095,-15.752337203344485,-11.183964552615496,-10.203195554872368,-11.126870697037957,-9.834600963520725,-9.791514461570133,-9.6098791868134,-10.01911772726154,-9.842494078642764,1869.9372469399566
1770,-15.41099944331985,-15.55066658694087,-15.154278171644556,-15.752097405042248,-11.106062759717652,-10.189656150219248,-11.179148151372392,-9.9498002115443,-9.83521461869976,-9.375298759967656,-10.079279036282676,-9.786462062305993,1875.5396280942352
1771,-15.436487920470274,-15.520519198863273,-15.251959240812695,-15.771111505901791,-11.075998921349546,-10.21960653688177,-11.168330314088008,-9.810499920184,-9.761758118898207,-9.345563731196101,-10.301935748894225,-9.752365760481377,1877.2947677308428
1772,-15.440846729793734,-15.455219439701931,-15.118717115454682,-15.725005611256512,-11.040182295859987,-10.314864042237305,-11.116990392132973,-9.89440549460932,-9.930382174231742,-9.411955750130597,-10.119992744177502,-9.758467875865426,1871.866325895945
1773,-15.396929584755801,-15.538559772650492,-15.183263019412182,-15.746991267444548,-11.002921246850594,-10.255315598616143,-11.242149043684966,-9.790935393223018,-10.161792237872776,-9.34589186592259,-10.227479717518198,-9.845695880547119,1873.1976495151491
1774,-15.44809100916569,-15.609527495010001,-15.183335660856525,-15.793577199954976,-10.936246382268862,-10.109142099936596,-11.154488463574875,-9.797832913675878,-9.98297764336909,-9.448616859059298,-10.311983471470791,-9.72977109022526,1871.8840057801663
1775,-15.535330630973798,-15.569451624860173,-15.183856371647453,-15.747969912324743,-11.136265113080466,-10.281908594764083,-11.122746170784326,-9.83267678192739,-9.943451611382068,-9.523033245367447,-10.202315130359917,-9.728424124605272,1876.3334002231852
1776,-15.419259687388115,-15.555239375948402,-15.193890191097221,-15.70607483453738,-11.050930279730615,-10.210599332598179,-11.13120778906441,-9.749793811609592,-9.837793782539034,-9.624131432414421,-10.180001383696943,-9.71595708962459,1872.2722674844358
1777,-15.384312132644599,-15.564807170453212,-15.212840625762889,-15.783941230409976,-11.151215127549563,-10.223283066814975,-11.165697550534588,-9.974778005422236,-9.818693546721862,-9.269912989832596,-9.941722237486653,-9.637471068106382,1871.533589586852
1778,-15.498089753796817,-15.503930021199848,-15.229230110569624,-15.783371850549916,-11.118787968242517,-10.13623278083333,-11.090639084907327,-9.818034075801313,-9.885651960386905,-9.084107460528964,-10.000228506605392,-9.724729872625,1872.5695061879505
1779,-15.382272542836397,-15.611906121431424,-15.186357461318984,-15.800737241505985,-11.194851310906055,-10.114533263115453,-11.238543965246356,-9.936653215188555,-9.882044573858796,-9.316144215385417,-9.926943213065421,-9.9809654503983,1872.9475756079705
1780,-15.498081013973561,-15.627118708496734,-15.264707201383867,-15.760023701757296,-11.104106575383888,-10.15810568970729,-11.221250404451771,-9.880609050999501,-9.719416725570836,-9.430032796692904,-10.17995334762434,-9.672720138228103,1873.5373160794436
1781,-15.443970358590278,-15.693875342408726,-15.123620958650122,-15.752049165597722,-11.09055731865445,-10.081318819518538,-11.131760055110314,-9.981665793595674,-9.790733061472357,-9.27108094329911,-10.190998412131021,-9.823450091946926,1870.7231912437776
1782,-15.51643288933036,-15.53418045910821,-15.177789336066393,-15.806785414598036,-11.13484673355246,-10.389976836347454,-11.065059006649589,-9.659790401099343,-10.132665056394941,-9.532859929727271,-10.384379474146465,-9.766879963630656,1867.764556458263
1783,-15.383906695266374,-15.5136620071739,-15.163106613121748,-15.720105940054514,-11.189349084089566,-10.313630754860599,-11.146819813297164,-9.864783939900049,-9.958289828377618,-9.329740305550432,-10.270494312655465,-9.937795145149629,1874.8215320154268
1784,-15.36212220886387,-15.553933102593897,-15.253610232997763,-15.79741797971297,-11.173340348316039,-10.18241950706332,-11.232357602893325,-10.133908913774997,-9.647590537796763,-9.354234795059824,-10.088485940015389,-9.793890714430459,1867.7943758505783
1785,-15.563042964895576,-15.542638541463862,-15.243168931860788,-15.74689857510063,-11.077694697095003,-10.342708283431168,-11.263697921670211,-9.81235927444811,-9.828785048723645,-9.407555559267795,-10.3037040766056,-9.73216711518906,1870.6515102060919
1786,-15.489150830930514,-15.586367554282656,-15.174441406999962,-15.749606819239178,-11.080038707390427,-10.18586590279818,-11.271095212443496,-9.8458389352225,-9.840606649183238,-9.47656443314279,-10.376498782970993,-9.708954742007386,1876.6675519873397
1787,-15.36082297063586,-15.611022168332774,-15.214510418994845,-15.729770571241056,-11.022435834816319,-10.223896548472272,-11.183593352681825,-10.043175364200167,-9.947847873663461,-9.388649517054876,-10.203320663026371,-9.669441412380259,1870.9509971231514
1788,-15.538589479826843,-15.546444523831138,-15.198337435948837,-15.808045296336358,-11.058982263960626,-10.327205774264996,-11.19464894474921,-9.93222896595418,-9.861223487828255,-9.348620843426769,-10.142334442820509,-9.624301902714329,1877.9720572686897
1789,-15.502179122413532,-15.507965550915188,-15.268220865116803,-15.776775795208072,-11.198215460955195,-10.291503025943735,-11.191277004004215,-9.994442431571827,-9.788131850417788,-9.35546052882067,-10.025909708788419,-9.821745250670016,1873.3149926386309
1790,-15.457073019370448,-15.562850225802862,-15.197811742304836,-15.819599672993174,-11.175228875625093,-10.211426838791075,-11.145880415235723,-9.946993164394978,-9.813406026070034,-9.51318492301738,-10.540247081640878,-9.76677364479244,1872.8446797527313
1791,-15.482313535298527,-15.499182684282841,-15.223136844906103,-15.78044458347827,-11.087436710859496,-10.162574605048238,-11.183948653131656,-9.847510898990258,-9.902206750765657,-9.34717555463298,-10.146013346152337,-9.848206414287796,1876.408128372104
1792,-15.443213456829728,-15.575890507231392,-15.187352112740813,-15.745558817107426,-11.00445268980667,-10.124123508536393,-11.180977559308966,-9.956023958422142,-9.786183039939223,-9.354860436869858,-10.37799744044675,-9.676581430005493,1872.1703834803259
1793,-15.516537975787807,-15.480117924073129,-15.209260441629747,-15.827916009207994,-11.070751567927251,-10.134396165355213,-11.242580689497647,-9.992619644979865,-10.017911698202427,-9.481727772060072,-10.320132631079618,-9.809976777728728,1877.4342414918494
1794,-15.549035173586152,-15.496119137454277,-15.159677784768588,-15.774308431312509,-11.252890036889145,-10.170275225155006,-11.120589103982434,-9.948638514604587,-9.980131829109618,-9.541937766388816,-10.160140359700653,-9.806900107385868,1870.3626641848323
1795,-15.40896183800698,-15.520106722301705,-15.109407158581636,-15.713089070205795,-11.234770321900985,-10.246433688824018,-11.129613229258153,-9.978452443463492,-10.004943803643577,-9.33924841871802,-10.276927094176786,-9.64537433181184,1869.1970012357895
1796,-15.490241969866565,-15.500886080712874,-15.187973219867335,-15.782855044087242,-11.123187763330318,-10.071500341109994,-11.129585882681969,-10.109498852369436,-9.995897466020295,-9.326257265081077,-10.076610319281498,-9.949547959674826,1873.6015875229346
1797,-15.413984597816924,-15.42699076239122,-15.218444099038669,-15.751735120281708,-11.13569065132354,-10.244377106234175,-11.165172920515397,-9.860842160855068,-9.751686401688673,-9.445805444337184,-10.177705238497362,-9.788363746807388,1873.9808718909983
1798,-15.467900307835013,-15.420653209948213,-15.259905587090012,-15.737061445744922,-11.199164318114219,-10.268685473247976,-11.182023539687423,-10.052886173642378,-9.754406464506134,-9.30219992037056,-10.362376691246656,-9.791978355266217,1873.5891587983313
1799,-15.521457023914648,-15.542913102695366,-15.255270643958305,-15.759601397327804,-11.109222974272496,-10.221551877394388,-11.171597357259756,-9.601877835285784,-10.024123858909537,-9.423631870535118,-10.116165933415747,-9.786267722737705,1875.9785414119572
1800,-15.410269841918845,-15.658104366549598,-15.254741668218019,-15.73368488171021,-11.107505101079227,-10.15832169697981,-11.231920647675718,-9.900895668762978,-9.919759296401564,-9.409980430916324,-10.385266397440263,-9.818657024979855,1874.8414959725371
1801,-15.5720825488784,-15.46450843094256,-15.205516817265286,-15.757428793972615,-11.152390597847631,-10.32774529494501,-11.28612827302802,-9.856295885899417,-9.712647238844314,-9.276695252805782,-10.274180795713564,-9.821414628531512,1873.4058854731406
1802,-15.429099672180476,-15.443717241523242,-15.2543671591219,-15.744136104182214,-10.841668021732008,-10.28722742259648,-11.183077853304377,-9.981481594813127,-9.95868657112331,-9.343073818289833,-10.257487574527017,-9.858132347505464,1867.1470173675302
1803,-15.62887811039658,-15.572101923102604,-15.31564811337184,-15.757253768869877,-11.031584554631571,-10.238721998913721,-11.093066175886632,-9.908486289909494,-9.895683102334132,-9.338528654094862,-10.160726957808413,-9.941706244495117,1863.2469615417583
1804,-15.432703862655725,-15.565820202611103,-15.243998134684203,-15.789350750020214,-11.375768911054136,-10.134532008293599,-11.168559910058715,-9.881811951432365,-9.773102307898174,-9.446874403502688,-10.38917435013523,-9.808232413247737,1873.4784298772065
1805,-15.41533057727965,-15.472023775514918,-15.210077550820937,-15.703595186022874,-11.122601276083856,-10.098542242227202,-11.121388389357653,-9.795378315535379,-9.893082841022085,-9.49690948136115,-10.005866575408668,-9.559791777359935,1872.8484022326495
1806,-15.404158126055355,-15.572527113007617,-15.172589452524896,-15.758063312513784,-11.100482330693497,-10.179601985413232,-11.159748517304454,-9.949719982463803,-9.853934596300856,-9.433191766119778,-10.154287786226371,-9.826884227964184,1877.0363287888574
1807,-15.534943263082988,-15.490242777673487,-15.190077555385571,-15.76621832035033,-11.285368940968166,-10.265882831786202,-11.04260867029122,-9.700729793336954,-9.916838440593256,-9.213597537489477,-10.275366545275919,-9.711946235005493,1870.7152633835908
1808,-15.546037857462816,-15.519873282289867,-15.254774073203365,-15.80896261003798,-11.249945185755678,-10.038283038172894,-11.180892205935738,-9.920412684798848,-9.906728802932456,-9.382795293884985,-10.054666702343008,-9.800610676359021,1871.3684298757607
1809,-15.516344628529641,-15.574207998207765,-15.263754223056383,-15.756527156146786,-11.049708682747683,-10.15269805083134,-11.228747952292412,-9.75175744401047,-9.930983421794524,-9.37992069329488,-10.281283255605336,-9.747171561490443,1873.0869859889185
1810,-15.567021855694765,-15.498753306928638,-15.194794112992609,-15.795984167831813,-11.084153302939812,-10.144480001988253,-11.159791817052533,-10.025512477146528,-10.067040483227313,-9.448632554649233,-10.118620385022272,-9.809775211570896,1871.776331667237
1811,-15.49891501677338,-15.526893913973167,-15.156139473174361,-15.781492948071557,-11.170971488124565,-10.15757577208628,-11.212516804220174,-9.979799253032763,-9.873861818264428,-9.350200891889877,-9.914926886053802,-9.819853558731491,1877.6234306762742
1812,-15.51340244548788,-15.564307962644985,-15.236635779536641,-15.835983977951528,-11.078205220804245,-10.141952840040632,-11.251494673719481,-9.903417806058592,-10.135579077912201,-9.441387225404233,-10.111507239861359,-9.76544679941058,1871.0126725132516
1813,-15.481426345538795,-15.55208409339095,-15.198051290887529,-15.755792894757148,-10.99077615099347,-10.266172154082673,-11.206347461491116,-9.955207690570873,-9.900620395598244,-9.309523763675083,-10.152747486559226,-9.783944037435658,1871.2011623779426
1814,-15.469521775776744,-15.483366443199948,-15.21718962040807,-15.829357240360563,-11.076676807687884,-10.222311220163139,-11.177402390741879,-9.718521539208638,-10.04906341495758,-9.49616025758177,-9.956598978556459,-9.697835131656515,1869.1056766661627
1815,-15.40946642642149,-15.573847828454124,-15.161813314945771,-15.829230190526808,-11.105703851309219,-10.297213230594632,-11.178080453774673,-9.936357885166714,-9.944069180112411,-9.471842949258681,-10.276813244452958,-9.840363676760457,1874.7350434035359
1816,-15.461746104007059,-15.600842948365084,-15.194871899030685,-15.83333042155639,-11.107596253297032,-10.201054026858026,-11.192540923469167,-10.041835125204363,-9.710173502948647,-9.475918126171337,-10.07020623002441,-9.782149407719901,1877.506878261157
1817,-15.466704479509076,-15.43073495065827,-15.277735247166065,-15.735043433597731,-11.099113960123685,-10.133363648559282,-11.238791947595105,-9.987893618254263,-9.80192276669776,-9.641988550294466,-10.037855693023392,-9.751055334287104,1869.529475669648
1818,-15.476884611063161,-15.437096570286691,-15.230534650107842,-15.79795953521927,-11.0443884518635,-10.181382175621096,-11.221975541321445,-9.895618531960555,-9.748599153852265,-9.536591315669462,-10.071295507954268,-9.762877040611745,1876.9999009324988
1819,-15.515823479174847,-15.595480943714426,-15.196148671251134,-15.749488398213261,-11.026810413111862,-10.063381783469703,-11.263468954808403,-9.894911504255017,-9.73751464284076,-9.46142110537264,-10.19140986655249,-9.846744815318992,1868.281213274207
1820,-15.514579165316334,-15.481401527267241,-15.15641443297775,-15.78343187474929,-11.109163176041463,-10.124038330908755,-11.184307982032188,-9.783313807137903,-9.931279641826539,-9.564086435563222,-10.200734278206323,-9.873302380656705,1873.6401444823005
1821,-15.46989306633773,-15.551347554934898,-15.1890473407509,-15.785008974137067,-11.1430453193028,-10.104686005467787,-11.19710187991342,-9.724404331217816,-9.797163080234327,-9.34312788361763,-10.210751088247717,-9.816427425628513,1870.1744599844978
1822,-15.450526004017117,-15.49267375805543,-15.187942325442725,-15.818519434442042,-11.168024797691112,-10.17813763730964,-11.294930080099311,-9.744836987921163,-9.771911323824886,-9.444408438801231,-10.120774920491952,-9.800543923817328,1874.1473001138036
1823,-15.448957836918412,-15.524671855604693,-15.160538778338577,-15.737775399856035,-11.05913011607857,-10.202177088805302,-11.06118142455505,-9.960869643045944,-9.970508017516245,-9.28123118766853,-10.160517739045495,-9.796916237951134,1876.0911675844484
1824,-15.554788723137145,-15.5220202893967,-15.210938874830596,-15.773372397933285,-11.251402398209008,-10.237887833915304,-11.119765160737812,-9.833961107606223,-9.723225739116238,-9.42263317304162,-10.078785388835172,-9.73585864824361,1876.4268743228583
1825,-15.349648284681336,-15.460919921069662,-15.189541531265933,-15.77259322745863,-11.169714824326624,-10.326882287817309,-11.12626215402616,-9.727444142944039,-9.892648179158318,-9.469851067574092,-10.300556301065345,-9.707429462487523,1869.9832572573755
1826,-15.491068312470185,-15.503934078217588,-15.196453547347621,-15.749669351353464,-11.063386604601792,-10.205250760160098,-11.194422958907452,-9.745465444166092,-9.997171599212152,-9.498259675499245,-9.963939039883357,-9.629114313954034,1874.5203466856333
1827,-15.516170223705773,-15.501070038421208,-15.181162011137271,-15.79345621923419,-11.124162961439525,-10.304710819374257,-11.171912894827788,-9.826561266071238,-9.84171993558166,-9.51185709899734,-10.27387765218486,-9.57409597285069,1874.14808984031
1828,-15.508259526160886,-15.58539957301628,-15.214117490545796,-15.691922694905779,-11.131017441587701,-10.166530880511697,-11.245370374334794,-9.856925089772085,-9.839059512967832,-9.384399311003769,-10.288720908553403,-9.749442485616466,1875.2716704405732
1829,-15.480317659349431,-15.542445226681233,-15.218647196233514,-15.70825633797903,-11.196197893733292,-10.130624330960268,-11.176746207046222,-9.766455572988079,-9.844120768958549,-9.38554387139089,-10.204285025299853,-9.743442015267687,1875.7251472881692
1830,-15.51587697840861,-15.594063726383503,-15.266630145193995,-15.734526357465015,-11.092414598939097,-10.131996465926917,-11.248614493655934,-9.985565947057935,-9.971652491435146,-9.411291275620142,-10.384118908969663,-9.835619052858663,1875.5639392990722
1831,-15.443348951669067,-15.451237032096586,-15.257943151922504,-15.809396460503125,-11.096209874903135,-10.262779919277884,-11.244138033215984,-10.188406095052336,-10.074190105359055,-9.200351918435457,-10.235681895879715,-9.821286799738179,1865.303510122314
1832,-15.543963951656496,-15.516414034367047,-15.246082511507074,-15.786977304486875,-10.903384097495419,-10.2357400415057,-11.196112556886959,-9.893287028592836,-9.874052339413437,-9.442248183602041,-10.002655964714728,-9.835575922265834,1874.7818640059036
1833,-15.387367941808295,-15.532084283757671,-15.264641686605927,-15.775899701538874,-11.02969520806524,-10.25533127451351,-11.148420564623574,-9.808568209874537,-9.726443095396517,-9.420596696984775,-10.05687234672412,-9.883299277468888,1874.4292360131547
1834,-15.573230497516398,-15.444849888962041,-15.2436943109673,-15.817083591903724,-11.140630191900923,-10.203520286853886,-11.196434779762441,-9.801304770467924,-9.851968679027978,-9.321867584623737,-10.32282760604763,-9.864805090690746,1874.4539795724731
1835,-15.432319216174895,-15.462802911383749,-15.231949028793492,-15.632324673673072,-11.182962311640797,-10.083510696599665,-11.052852926788317,-10.065851504895189,-9.808566815456114,-9.384493818623612,-10.146697726312151,-9.733381985507856,1868.7864621522988
1836,-15.469960103592737,-15.48707495484075,-15.188123294319217,-15.788165637517887,-11.154342004792253,-10.274477177646991,-11.211227135757172,-9.719309591744356,-9.738344554387517,-9.508456006932404,-9.977778178295226,-9.804403832824121,1876.7964548468988
1837,-15.440121687605794,-15.559589084730545,-15.253292429804352,-15.71938267653585,-11.193231092405878,-10.23657373414008,-11.095389255209078,-9.709850984978964,-9.896054237513175,-9.405565784730932,-10.22468876550657,-9.798993931464633,1866.0449504936614
1838,-15.494316185378752,-15.581775573829312,-15.230094011705313,-15.78563427027423,-11.104445173405107,-10.32767887601847,-11.223751916782964,-9.988080666406344,-9.941919667841137,-9.344811395380603,-10.319619934684802,-9.652456844233448,1875.6190244216036
1839,-15.46897110372988,-15.627388695578912,-15.229273556001122,-15.741135049114328,-11.169907151465292,-10.20371256575646,-11.16449646152438,-9.856262254739546,-9.925256532926385,-9.409754269054073,-10.13222231759963,-9.954763736975481,1875.0365514395787
1840,-15.447864296481507,-15.549541855884586,-15.242118562414475,-15.816133857214973,-11.123936088704529,-10.187393704832788,-11.15172708736102,-9.775705199990401,-9.813044168981058,-9.369046573116353,-10.06333721675484,-9.660499086863041,1877.0587653161351
1841,-15.499935175037946,-15.50645074291479,-15.148535705661436,-15.737738388467854,-11.05880025004948,-10.23916132828964,-11.110492248346304,-10.062347275536952,-9.73948669584626,-9.302672072896748,-10.461259002504079,-9.78919401311229,1872.4031628312162
1842,-15.550725282092008,-15.575182312072085,-15.26426864368134,-15.873934612180227,-11.126387638853906,-10.358520263463934,-11.325405820996682,-9.945793809028663,-9.95031122458051,-9.564650460159454,-10.185204981010905,-9.882842787084273,1865.9364339784495
1843,-15.474326152411246,-15.504118709644125,-15.189774730412692,-15.856258612748167,-11.09176274364362,-10.212968746151262,-11.101206750188439,-10.012081985208013,-9.855283464215878,-9.341592787300113,-9.914280536834324,-9.704755498999834,1875.0903250202016
1844,-15.476074046742678,-15.424295137523702,-15.206494534244614,-15.83505732349175,-11.099532506347062,-10.269636752266475,-11.131753559369677,-9.825451575662168,-9.844913669049399,-9.484998879530997,-9.919914887069158,-9.752629752539859,1876.1259910894107
1845,-15.511687028128485,-15.579606627749476,-15.217448647960062,-15.718061185772894,-11.009499358021532,-10.316295039578938,-11.105712473059361,-9.925549849810487,-9.800055897223434,-9.55939957998929,-10.292330012470087,-9.685432191463494,1871.9808294970203
1846,-15.428773248790485,-15.520883421719779,-15.192782964570062,-15.729876737377007,-11.161165636221007,-10.205553814976493,-11.204963925197873,-9.909393098467701,-9.961185863080674,-9.49795868556535,-10.01320150528979,-9.797789078907886,1868.8843656206434
1847,-15.544512014519423,-15.501458812407806,-15.194954878201752,-15.755520022899777,-10.957109592527898,-10.266060462571714,-11.100017660442862,-9.951866560999786,-9.950471490127633,-9.472109951814112,-10.334052638229483,-9.749476601268876,1875.8888920555323
1848,-15.444541837667215,-15.60450027163994,-15.257350208005787,-15.78768053726729,-11.0382317086328,-10.119007930217299,-11.221910238042392,-10.055822711716342,-9.9450698581959,-9.272161822897035,-10.16314599873889,-9.856257778102146,1871.8889162937958
