,IPTG_uM,class,date,fold_change,mean_YFP,mean_YFP_bgcorr,operator,pseudo_fold_change,repressors,strain,username
58,5.0,,20170308,0.03297240025427587,4148.256316077518,725.0361376885213,O2,,260,wt,mrazomej
59,75.0,,20170308,0.6038835208574512,16832.955320842484,13650.247208522393,O2,,260,wt,mrazomej
60,0.1,dna,20170308,0.4535252023835818,14038.50431814479,10898.798260205254,O2,,260,Y20I,mrazomej
61,0.0,dna,20170308,0.4245588822477958,10299.475133104894,7296.797145249015,O2,,260,Y20I,mrazomej
62,1000.0,dna,20170308,0.8594401554500894,22126.202223641947,18908.248242499933,O2,,260,Y20I,mrazomej
63,100.0,dna,20170308,0.9071932975799032,22561.189162763658,19263.50556588106,O2,,260,Y20I,mrazomej
64,10.0,dna,20170308,0.6629550407823722,20652.259087817016,17350.690885331776,O2,,260,Y20I,mrazomej
65,250.0,dna,20170308,1.0894952013136203,23481.03647766609,20207.08031082509,O2,,260,Y20I,mrazomej
66,25.0,dna,20170308,0.9608131351037628,23190.785717653544,20029.35292029034,O2,,260,Y20I,mrazomej
67,5000.0,dna,20170308,0.8438047790721925,20975.76269812055,17777.761569353752,O2,,260,Y20I,mrazomej
68,500.0,dna,20170308,1.0711692860815485,22811.64916608044,19622.617408435148,O2,,260,Y20I,mrazomej
69,50.0,dna,20170308,0.9018456783966944,23538.339703683043,20360.695561477984,O2,,260,Y20I,mrazomej
70,5.0,dna,20170308,0.7107294355561431,19051.579682800384,15628.359504411386,O2,,260,Y20I,mrazomej
71,75.0,dna,20170308,0.985518442923418,25459.471610289835,22276.763497969747,O2,,260,Y20I,mrazomej
0,0.1,,20170309,0.0,3058.0214515764646,0.0,O2,,260,auto,nbellive
1,0.0,,20170309,0.0,2936.946256889431,0.0,O2,,260,auto,nbellive
2,1000.0,,20170309,0.0,3178.5702410634467,0.0,O2,,260,auto,nbellive
3,100.0,,20170309,0.0,3205.8839154695897,0.0,O2,,260,auto,nbellive
4,10.0,,20170309,0.0,3237.824875427324,0.0,O2,,260,auto,nbellive
5,250.0,,20170309,0.0,3228.4904178769502,0.0,O2,,260,auto,nbellive
6,25.0,,20170309,0.0,3220.143083543605,0.0,O2,,260,auto,nbellive
7,5000.0,,20170309,0.0,3155.820012816089,0.0,O2,,260,auto,nbellive
8,500.0,,20170309,0.0,3206.991098201494,0.0,O2,,260,auto,nbellive
9,50.0,,20170309,0.0,3190.8372165973788,0.0,O2,,260,auto,nbellive
10,5.0,,20170309,0.0,3174.052786428948,0.0,O2,,260,auto,nbellive
11,75.0,,20170309,0.0,3210.0974313627553,0.0,O2,,260,auto,nbellive
12,0.1,,20170309,1.0,22871.78149386309,19813.760042286627,O2,,260,delta,nbellive
13,0.0,,20170309,1.0,15697.948700327815,12761.002443438389,O2,,260,delta,nbellive
14,1000.0,,20170309,1.0,23219.775177547344,20041.204936483897,O2,,260,delta,nbellive
15,100.0,,20170309,1.0,23099.0343590574,19893.150443587816,O2,,260,delta,nbellive
16,10.0,,20170309,1.0,23042.222911911693,19804.398036484366,O2,,260,delta,nbellive
17,250.0,,20170309,1.0,23785.78014492997,20557.289727053027,O2,,260,delta,nbellive
18,25.0,,20170309,1.0,23174.90161870788,19954.758535164274,O2,,260,delta,nbellive
19,5000.0,,20170309,1.0,21368.44684287849,18212.626830062403,O2,,260,delta,nbellive
20,500.0,,20170309,1.0,23559.086511924736,20352.09541372324,O2,,260,delta,nbellive
21,50.0,,20170309,1.0,21990.492824821475,18799.655608224097,O2,,260,delta,nbellive
22,5.0,,20170309,1.0,22460.61223098842,19286.559444559472,O2,,260,delta,nbellive
23,75.0,,20170309,1.0,23867.36609683495,20657.268665472195,O2,,260,delta,nbellive
24,0.1,dna,20170309,0.2194446852781725,7406.045788233284,4348.024336656819,O2,,260,Q21A,nbellive
25,0.0,dna,20170309,0.2783794351685838,6489.346909278727,3552.4006523892963,O2,,260,Q21A,nbellive
26,1000.0,dna,20170309,0.83472322313133,19907.429421080808,16728.85918001736,O2,,260,Q21A,nbellive
27,100.0,dna,20170309,0.8210422049503955,19539.00001908287,16333.116103613278,O2,,260,Q21A,nbellive
28,10.0,dna,20170309,0.3937504502269367,11035.815518766503,7797.990643339181,O2,,260,Q21A,nbellive
29,250.0,dna,20170309,0.8249940188936875,20188.13148736034,16959.64106948339,O2,,260,Q21A,nbellive
30,25.0,dna,20170309,0.3872743680141691,10948.109584124695,7727.966500581091,O2,,260,Q21A,nbellive
31,5000.0,dna,20170309,0.8917096813005955,19396.19567909771,16240.37566628162,O2,,260,Q21A,nbellive
32,500.0,dna,20170309,0.7411963007515322,18291.888931395384,15084.897833193892,O2,,260,Q21A,nbellive
33,50.0,dna,20170309,0.7692448063164924,17652.374653762483,14461.537437165105,O2,,260,Q21A,nbellive
34,5.0,dna,20170309,0.28065443107402605,8586.91115471717,5412.858368288224,O2,,260,Q21A,nbellive
35,75.0,dna,20170309,0.7855454380300151,19437.320593684814,16227.223162322058,O2,,260,Q21A,nbellive
36,0.1,dna,20170309,0.013012161741983712,3315.8413019635523,257.81985038708757,O2,,260,Q21M,nbellive
37,0.0,dna,20170309,0.011312333089810604,3081.302967089493,144.35671020006203,O2,,260,Q21M,nbellive
38,1000.0,dna,20170309,0.6947206061109447,17101.608281731194,13923.038040667749,O2,,260,Q21M,nbellive
39,100.0,dna,20170309,0.3387354196776115,9944.398579688173,6738.514664218583,O2,,260,Q21M,nbellive
40,10.0,dna,20170309,0.020753120026459786,3648.827924930269,411.00304950294463,O2,,260,Q21M,nbellive
41,250.0,dna,20170309,0.5462136877722804,14457.1634502938,11228.673032416847,O2,,260,Q21M,nbellive
42,25.0,dna,20170309,0.06544441910992166,4526.0706643561825,1305.9275808125772,O2,,260,Q21M,nbellive
43,5000.0,dna,20170309,0.7643157502871935,17076.017553135902,13920.197540319818,O2,,260,Q21M,nbellive
44,500.0,dna,20170309,0.6159867874695124,15743.61297037387,12536.621872172376,O2,,260,Q21M,nbellive
45,50.0,dna,20170309,0.16201889074077813,6236.736564550496,3045.8993479531173,O2,,260,Q21M,nbellive
46,5.0,dna,20170309,0.01362894222674522,3436.9081908515363,262.85540442258844,O2,,260,Q21M,nbellive
47,75.0,dna,20170309,0.2477735823983144,8328.422891171247,5118.325459808492,O2,,260,Q21M,nbellive
48,0.1,,20170309,0.027326377783089145,3599.459743795465,541.4382922190007,O2,,260,wt,nbellive
49,0.0,,20170309,0.020873073590371282,3203.307599978228,266.3613430887972,O2,,260,wt,nbellive
50,1000.0,,20170309,0.8293636456478826,19800.017030362076,16621.44678929862,O2,,260,wt,nbellive
51,100.0,,20170309,0.6302474482644991,15743.4912204826,12537.607305013007,O2,,260,wt,nbellive
52,10.0,,20170309,0.0713427432710987,4650.72496018288,1412.900084755555,O2,,260,wt,nbellive
53,250.0,,20170309,0.8117925236646507,19916.744525106722,16688.254107229768,O2,,260,wt,nbellive
54,25.0,,20170309,0.1900788420865772,7013.120480024873,3792.9773964812675,O2,,260,wt,nbellive
55,5000.0,,20170309,0.8897758807364055,19360.976091058357,16205.156078242264,O2,,260,wt,nbellive
56,500.0,,20170309,0.8750407701805565,21015.90434381405,17808.913245612555,O2,,260,wt,nbellive
57,50.0,,20170309,0.4213588842331337,11112.23912764586,7921.401911048481,O2,,260,wt,nbellive
58,5.0,,20170309,0.04107694334414451,3966.285696036593,792.2329096076446,O2,,260,wt,nbellive
59,75.0,,20170309,0.5596054348102919,14770.01724489734,11559.919813534587,O2,,260,wt,nbellive
60,0.1,dna,20170309,0.5137347120325625,13237.037761182875,10179.016309606412,O2,,260,Y20I,nbellive
61,0.0,dna,20170309,0.4617991940323397,8829.966900313995,5893.020643424566,O2,,260,Y20I,nbellive
62,1000.0,dna,20170309,0.8626740677014801,20467.598025258998,17289.027784195547,O2,,260,Y20I,nbellive
63,100.0,dna,20170309,1.0360077739419318,23815.342423222955,20609.45850775337,O2,,260,Y20I,nbellive
64,10.0,dna,20170309,0.8186557909760739,19450.81001479044,16212.985139363112,O2,,260,Y20I,nbellive
65,250.0,dna,20170309,0.9984073722856476,23753.040035578702,20524.549617701752,O2,,260,Y20I,nbellive
66,25.0,dna,20170309,0.9799763250688764,22775.334020470684,19555.19093692708,O2,,260,Y20I,nbellive
67,5000.0,dna,20170309,0.9542108043558416,20534.50530976272,17378.685296946627,O2,,260,Y20I,nbellive
68,500.0,dna,20170309,0.9633554212894048,22813.292549611007,19606.301451409512,O2,,260,Y20I,nbellive
69,50.0,dna,20170309,1.0965714315015298,23806.002478643444,20615.165262046063,O2,,260,Y20I,nbellive
70,5.0,dna,20170309,0.7096570088137986,16860.89487216454,13686.84208573559,O2,,260,Y20I,nbellive
71,75.0,dna,20170309,1.0132439901986223,24140.950760570773,20930.853329208014,O2,,260,Y20I,nbellive
0,0.1,,20170313,0.0,3248.788266776731,0.0,O1,,260,auto,nbellive
1,0.0,,20170313,0.0,3163.591697753199,0.0,O1,,260,auto,nbellive
2,1000.0,,20170313,0.0,3249.332340087335,0.0,O1,,260,auto,nbellive
3,100.0,,20170313,0.0,3192.133816299323,0.0,O1,,260,auto,nbellive
4,10.0,,20170313,0.0,3170.5988182760984,0.0,O1,,260,auto,nbellive
5,250.0,,20170313,0.0,3229.2394542968964,0.0,O1,,260,auto,nbellive
6,25.0,,20170313,0.0,3148.743023053005,0.0,O1,,260,auto,nbellive
7,5000.0,,20170313,0.0,3142.223937859477,0.0,O1,,260,auto,nbellive
8,500.0,,20170313,0.0,3213.32172936075,0.0,O1,,260,auto,nbellive
9,50.0,,20170313,0.0,3142.886313509845,0.0,O1,,260,auto,nbellive
10,5.0,,20170313,0.0,3183.687805228054,0.0,O1,,260,auto,nbellive
11,75.0,,20170313,0.0,3209.624139516416,0.0,O1,,260,auto,nbellive
12,0.1,,20170313,1.0,19015.43674495212,15766.648478175386,O1,,260,delta,nbellive
13,0.0,,20170313,1.0,20246.271862721354,17082.68016496816,O1,,260,delta,nbellive
14,1000.0,,20170313,1.0,19855.994018506066,16606.661678418728,O1,,260,delta,nbellive
15,100.0,,20170313,1.0,20138.14020420415,16946.006387904832,O1,,260,delta,nbellive
16,10.0,,20170313,1.0,19398.467573769907,16227.868755493808,O1,,260,delta,nbellive
17,250.0,,20170313,1.0,20283.572461317635,17054.333007020738,O1,,260,delta,nbellive
18,25.0,,20170313,1.0,19574.760353101465,16426.01733004846,O1,,260,delta,nbellive
19,5000.0,,20170313,1.0,18165.59314038636,15023.36920252688,O1,,260,delta,nbellive
20,500.0,,20170313,1.0,20150.183212843865,16936.861483483113,O1,,260,delta,nbellive
21,50.0,,20170313,1.0,19260.10868958708,16117.222376077232,O1,,260,delta,nbellive
22,5.0,,20170313,1.0,19439.013541981818,16255.325736753764,O1,,260,delta,nbellive
23,75.0,,20170313,1.0,20230.45103461499,17020.826895098573,O1,,260,delta,nbellive
24,0.1,dna,20170313,0.04493728326753748,3957.298615620187,708.5103488434561,O1,,260,Q21A,nbellive
25,0.0,dna,20170313,0.046563018055276184,3959.0128427071204,795.4211449539207,O1,,260,Q21A,nbellive
26,1000.0,dna,20170313,0.8350078143967951,17116.02461261077,13866.692272523433,O1,,260,Q21A,nbellive
27,100.0,dna,20170313,0.6837239744205379,14778.524654393435,11586.390838094112,O1,,260,Q21A,nbellive
28,10.0,dna,20170313,0.10605341280987096,4891.61968242689,1721.0208641507916,O1,,260,Q21A,nbellive
29,250.0,dna,20170313,0.7922864326261961,16741.156113248544,13511.916658951648,O1,,260,Q21A,nbellive
30,25.0,dna,20170313,0.26606663100159633,7519.158114832836,4370.415091779831,O1,,260,Q21A,nbellive
31,5000.0,dna,20170313,0.8885451699443191,16491.166079054972,13348.942141195495,O1,,260,Q21A,nbellive
32,500.0,dna,20170313,0.8327558471369947,17317.592161880668,14104.270432519917,O1,,260,Q21A,nbellive
33,50.0,dna,20170313,0.5409737115706799,11861.879922506356,8718.993608996509,O1,,260,Q21A,nbellive
34,5.0,dna,20170313,0.06353218932611603,4216.424237493181,1032.7364322651263,O1,,260,Q21A,nbellive
35,75.0,dna,20170313,0.6157488636465396,13690.17895849782,10480.554818981404,O1,,260,Q21A,nbellive
36,0.1,dna,20170313,-0.0049714728531016225,3170.404801883086,-78.38346489364493,O1,,260,Q21M,nbellive
37,0.0,dna,20170313,0.002855768953985953,3212.375885419187,48.7841876659877,O1,,260,Q21M,nbellive
38,1000.0,dna,20170313,0.3317878618341367,8759.22111057278,5509.888770485446,O1,,260,Q21M,nbellive
39,100.0,dna,20170313,0.09580710002075583,4815.681545257688,1623.5477289583655,O1,,260,Q21M,nbellive
40,10.0,dna,20170313,-0.0043618745759653205,3099.814890129408,-70.7839281466904,O1,,260,Q21M,nbellive
41,250.0,dna,20170313,0.1983376022880368,6611.754971531114,3382.5155172342184,O1,,260,Q21M,nbellive
42,25.0,dna,20170313,0.012646780882474314,3356.4792649978526,207.73624194484864,O1,,260,Q21M,nbellive
43,5000.0,dna,20170313,0.4202402802650958,9455.648822055382,6313.424884195904,O1,,260,Q21M,nbellive
44,500.0,dna,20170313,0.27646531558866155,7895.776484473356,4682.454755112605,O1,,260,Q21M,nbellive
45,50.0,dna,20170313,0.0429803655224279,3835.6104224398987,692.7241089300533,O1,,260,Q21M,nbellive
46,5.0,dna,20170313,-0.0023677587457130913,3145.199115550441,-38.48868967761382,O1,,260,Q21M,nbellive
47,75.0,dna,20170313,0.06922188628351346,4387.837883300297,1178.213743783881,O1,,260,Q21M,nbellive
48,0.1,,20170313,0.004551566779952014,3320.551220221175,71.76295344444407,O1,,260,wt,nbellive
49,0.0,,20170313,0.009384444312703384,3323.903158473066,160.31146071986632,O1,,260,wt,nbellive
50,1000.0,,20170313,0.6889763707827357,14690.929834101004,11441.59749401367,O1,,260,wt,nbellive
51,100.0,,20170313,0.2892694952884219,8094.096531282928,4901.962714983603,O1,,260,wt,nbellive
52,10.0,,20170313,0.018732901408948538,3474.5938837501203,303.9950654740219,O1,,260,wt,nbellive
53,250.0,,20170313,0.5092951431927631,11914.92842516459,8685.688970867694,O1,,260,wt,nbellive
54,25.0,,20170313,0.062401019049062985,4173.743243365599,1025.0002203125928,O1,,260,wt,nbellive
55,5000.0,,20170313,0.7685901377453555,14689.037342628942,11546.813404769466,O1,,260,wt,nbellive
56,500.0,,20170313,0.6290207134710805,13866.958423662161,10653.636694301409,O1,,260,wt,nbellive
57,50.0,,20170313,0.14209187777456184,5433.012705436845,2290.1263919269995,O1,,260,wt,nbellive
58,5.0,,20170313,0.01084087825553848,3359.909812544324,176.22200731626893,O1,,260,wt,nbellive
59,75.0,,20170313,0.23154662458375694,7150.739154700919,3941.115015184503,O1,,260,wt,nbellive
60,0.1,dna,20170313,0.12328092469795995,5192.515270553876,1943.727003777145,O1,,260,Y20I,nbellive
61,0.0,dna,20170313,0.11622589883187293,5149.04155438403,1985.4498566308307,O1,,260,Y20I,nbellive
62,1000.0,dna,20170313,0.8949816873072529,18111.990429579222,14862.658089491892,O1,,260,Y20I,nbellive
63,100.0,dna,20170313,0.9109742637783002,18629.509509503296,15437.375693203972,O1,,260,Y20I,nbellive
64,10.0,dna,20170313,0.31654390143508176,8307.431706116573,5136.8328878404745,O1,,260,Y20I,nbellive
65,250.0,dna,20170313,0.9440400701520391,19329.213182640982,16099.973728344092,O1,,260,Y20I,nbellive
66,25.0,dna,20170313,0.581269896876138,12696.692422575929,9547.949399522924,O1,,260,Y20I,nbellive
67,5000.0,dna,20170313,0.9395336940515718,17257.185501810174,14114.961563950696,O1,,260,Y20I,nbellive
68,500.0,dna,20170313,0.9478678706808888,19267.22855972705,16053.906830366299,O1,,260,Y20I,nbellive
69,50.0,dna,20170313,0.8576661504782856,16966.08238520249,13823.196071692646,O1,,260,Y20I,nbellive
70,5.0,dna,20170313,0.2272231509664181,6877.274139118757,3693.586333890702,O1,,260,Y20I,nbellive
71,75.0,dna,20170313,0.9069710761501172,18647.021825528827,15437.397686012411,O1,,260,Y20I,nbellive
0,0.1,,20170314,0.0,3212.15776221766,0.0,O1,,260,auto,mrazomej
1,0.0,,20170314,0.0,3171.1290750057146,0.0,O1,,260,auto,mrazomej
2,1000.0,,20170314,0.0,3192.3136165369865,0.0,O1,,260,auto,mrazomej
3,100.0,,20170314,0.0,3226.282343428642,0.0,O1,,260,auto,mrazomej
4,10.0,,20170314,0.0,3215.283071377895,0.0,O1,,260,auto,mrazomej
5,250.0,,20170314,0.0,3239.968260253197,0.0,O1,,260,auto,mrazomej
6,25.0,,20170314,0.0,3132.2074498548354,0.0,O1,,260,auto,mrazomej
7,5000.0,,20170314,0.0,3136.461044139773,0.0,O1,,260,auto,mrazomej
8,500.0,,20170314,0.0,3201.553349556749,0.0,O1,,260,auto,mrazomej
9,50.0,,20170314,0.0,3176.161424540343,0.0,O1,,260,auto,mrazomej
10,5.0,,20170314,0.0,3215.2248670498384,0.0,O1,,260,auto,mrazomej
11,75.0,,20170314,0.0,3114.135040992679,0.0,O1,,260,auto,mrazomej
12,0.1,,20170314,1.0,19530.283106374118,16318.125344156462,O1,,260,delta,mrazomej
13,0.0,,20170314,1.0,17850.92386797267,14679.794792966955,O1,,260,delta,mrazomej
14,1000.0,,20170314,1.0,17894.98472304875,14702.671106511765,O1,,260,delta,mrazomej
15,100.0,,20170314,1.0,19513.354755172728,16287.072411744088,O1,,260,delta,mrazomej
16,10.0,,20170314,1.0,19486.68980988583,16271.406738507934,O1,,260,delta,mrazomej
17,250.0,,20170314,1.0,18226.499260938028,14986.531000684832,O1,,260,delta,mrazomej
18,25.0,,20170314,1.0,19763.65065094369,16631.44320108886,O1,,260,delta,mrazomej
19,5000.0,,20170314,1.0,15203.258003985698,12066.796959845926,O1,,260,delta,mrazomej
20,500.0,,20170314,1.0,18344.018535470783,15142.465185914038,O1,,260,delta,mrazomej
21,50.0,,20170314,1.0,20434.164753413083,17258.003328872735,O1,,260,delta,mrazomej
22,5.0,,20170314,1.0,20052.35441995459,16837.12955290475,O1,,260,delta,mrazomej
23,75.0,,20170314,1.0,18199.833153285068,15085.698112292392,O1,,260,delta,mrazomej
24,0.1,dna,20170314,0.06503282205979358,4273.371504073595,1061.213741855935,O1,,260,Q21A,mrazomej
25,0.0,dna,20170314,0.07218433618405991,4230.780317454254,1059.651242448539,O1,,260,Q21A,mrazomej
26,1000.0,dna,20170314,0.8447115658031155,15611.829948406765,12419.516331869776,O1,,260,Q21A,mrazomej
27,100.0,dna,20170314,0.7120890624196492,14824.128466668422,11597.84612323978,O1,,260,Q21A,mrazomej
28,10.0,dna,20170314,0.11413174357613205,5072.3670928802285,1857.0840215023345,O1,,260,Q21A,mrazomej
29,250.0,dna,20170314,0.9093780033685028,16868.38989907614,13628.421638822945,O1,,260,Q21A,mrazomej
30,25.0,dna,20170314,0.3249406962270289,8536.440182876935,5404.232733022101,O1,,260,Q21A,mrazomej
31,5000.0,dna,20170314,0.9770755258585732,14926.633029109864,11790.171984970093,O1,,260,Q21A,mrazomej
32,500.0,dna,20170314,0.949081808357014,17572.991591187172,14371.438241630425,O1,,260,Q21A,mrazomej
33,50.0,dna,20170314,0.4314691829013864,10622.45801935847,7446.296594818126,O1,,260,Q21A,mrazomej
34,5.0,dna,20170314,0.08608392236485624,4664.631020329118,1449.4061532792796,O1,,260,Q21A,mrazomej
35,75.0,dna,20170314,0.7389582235974581,14261.835719779792,11147.700678787114,O1,,260,Q21A,mrazomej
36,0.1,dna,20170314,0.0034524849205755065,3268.4958439004213,56.338081682761185,O1,,260,Q21M,mrazomej
37,0.0,dna,20170314,0.006332321518751392,3264.086255464075,92.95718045835928,O1,,260,Q21M,mrazomej
38,1000.0,dna,20170314,0.3716702152120588,8656.858550886333,5464.544934349346,O1,,260,Q21M,mrazomej
39,100.0,dna,20170314,0.11610995100071185,5117.373523101292,1891.0911796726514,O1,,260,Q21M,mrazomej
40,10.0,dna,20170314,0.009683603679549142,3372.848925542351,157.5658541644561,O1,,260,Q21M,mrazomej
41,250.0,dna,20170314,0.2851654187248284,7513.608648296108,4273.640388042912,O1,,260,Q21M,mrazomej
42,25.0,dna,20170314,0.03370405774750461,3692.754571928677,560.5471220738418,O1,,260,Q21M,mrazomej
43,5000.0,dna,20170314,0.433930064330016,8372.607025182957,5236.145981043184,O1,,260,Q21M,mrazomej
44,500.0,dna,20170314,0.328794119357607,8180.306855262577,4978.7535057058285,O1,,260,Q21M,mrazomej
45,50.0,dna,20170314,0.06325398791107277,4267.7989584741135,1091.6375339337696,O1,,260,Q21M,mrazomej
46,5.0,dna,20170314,0.005670453939539849,3310.69903465365,95.47416760381157,O1,,260,Q21M,mrazomej
47,75.0,dna,20170314,0.1315378858033403,5098.475876551062,1984.3408355583836,O1,,260,Q21M,mrazomej
48,0.1,,20170314,0.004151915549245066,3279.9092405685933,67.75147835093321,O1,,260,wt,mrazomej
49,0.0,,20170314,0.009186435197392215,3305.9840585823217,134.85498357660663,O1,,260,wt,mrazomej
50,1000.0,,20170314,0.7271626823492973,13883.54737604759,10691.233759510604,O1,,260,wt,mrazomej
51,100.0,,20170314,0.22492574839389448,6889.664294785733,3663.3819513570907,O1,,260,wt,mrazomej
52,10.0,,20170314,0.008812423989017567,3358.6736064553847,143.3905350774894,O1,,260,wt,mrazomej
53,250.0,,20170314,0.5064907578048691,10830.507703656222,7590.539443403022,O1,,260,wt,mrazomej
54,25.0,,20170314,0.04493138206913075,3879.481178684006,747.2737288291705,O1,,260,wt,mrazomej
55,5000.0,,20170314,0.7499202895535928,12185.59691425184,9049.13587011207,O1,,260,wt,mrazomej
56,500.0,,20170314,0.6281641988031347,12713.507860970802,9511.954511414051,O1,,260,wt,mrazomej
57,50.0,,20170314,0.08254753653884242,4600.767084917929,1424.6056603775864,O1,,260,wt,mrazomej
58,5.0,,20170314,0.0016644459921060614,3243.2493598527412,28.02449280290284,O1,,260,wt,mrazomej
59,75.0,,20170314,0.16084414975398975,5540.5813273097165,2426.4462863170384,O1,,260,wt,mrazomej
60,0.1,dna,20170314,0.13109916238377786,5351.450326510069,2139.292564292409,O1,,260,Y20I,mrazomej
61,0.0,dna,20170314,0.1277719388196253,5046.794917177343,1875.6658421716284,O1,,260,Y20I,mrazomej
62,1000.0,dna,20170314,0.9832600589654202,17648.862875674924,14456.549259137937,O1,,260,Y20I,mrazomej
63,100.0,dna,20170314,0.9546296853875342,18774.405155735887,15548.122812307243,O1,,260,Y20I,mrazomej
64,10.0,dna,20170314,0.5630816735379499,12377.41400851362,9162.130937135726,O1,,260,Y20I,mrazomej
65,250.0,dna,20170314,1.0538810144854065,19033.98875487192,15794.020494618722,O1,,260,Y20I,mrazomej
66,25.0,dna,20170314,0.7965704927242779,16380.324355262032,13248.116905407194,O1,,260,Y20I,mrazomej
67,5000.0,dna,20170314,0.9276174917618271,14329.832973631292,11193.371929491515,O1,,260,Y20I,mrazomej
68,500.0,dna,20170314,1.0406343343210611,18959.32252828025,15757.769178723502,O1,,260,Y20I,mrazomej
69,50.0,dna,20170314,0.8184014678492331,17300.13668103674,14123.975256496396,O1,,260,Y20I,mrazomej
70,5.0,dna,20170314,0.3579658355702111,9242.342016059283,6027.117149009445,O1,,260,Y20I,mrazomej
71,75.0,dna,20170314,1.0146503677481986,18420.84417836846,15306.709137375783,O1,,260,Y20I,mrazomej
0,0.1,,20170316,0.0,3472.686995823375,0.0,O1,,260,auto,nbellive
1,0.0,,20170316,0.0,3275.242890328969,0.0,O1,,260,auto,nbellive
2,1000.0,,20170316,0.0,1626.7113554144125,0.0,O1,,260,auto,nbellive
3,100.0,,20170316,0.0,1609.3033993818071,0.0,O1,,260,auto,nbellive
4,10.0,,20170316,0.0,3329.837008532095,0.0,O1,,260,auto,nbellive
5,250.0,,20170316,0.0,1662.9098866049123,0.0,O1,,260,auto,nbellive
6,25.0,,20170316,0.0,3307.351037174953,0.0,O1,,260,auto,nbellive
7,5000.0,,20170316,0.0,1552.7971852225992,0.0,O1,,260,auto,nbellive
8,500.0,,20170316,0.0,1633.6455478954874,0.0,O1,,260,auto,nbellive
9,50.0,,20170316,0.0,3013.656180245401,0.0,O1,,260,auto,nbellive
10,5.0,,20170316,0.0,3397.7291873728277,0.0,O1,,260,auto,nbellive
11,75.0,,20170316,0.0,1606.3860385973576,0.0,O1,,260,auto,nbellive
12,0.1,,20170316,1.0,29200.973788315987,25728.286792492614,O1,,260,delta,nbellive
13,0.0,,20170316,1.0,28496.337093165086,25221.094202836117,O1,,260,delta,nbellive
14,1000.0,,20170316,1.0,11032.810783882354,9406.099428467942,O1,,260,delta,nbellive
15,100.0,,20170316,1.0,11231.583199267934,9622.279799886128,O1,,260,delta,nbellive
16,10.0,,20170316,1.0,25890.680013448622,22560.843004916533,O1,,260,delta,nbellive
17,250.0,,20170316,1.0,11602.607513408137,9939.697626803223,O1,,260,delta,nbellive
18,25.0,,20170316,1.0,26256.274471643184,22948.923434468223,O1,,260,delta,nbellive
19,5000.0,,20170316,1.0,9708.830197414542,8156.033012191942,O1,,260,delta,nbellive
20,500.0,,20170316,1.0,10886.607222161909,9252.961674266422,O1,,260,delta,nbellive
21,50.0,,20170316,1.0,14669.794349001942,11656.138168756543,O1,,260,delta,nbellive
22,5.0,,20170316,1.0,27407.29280041576,24009.56361304293,O1,,260,delta,nbellive
23,75.0,,20170316,1.0,11637.270431623865,10030.884393026508,O1,,260,delta,nbellive
24,0.1,dna,20170316,0.05222921952623185,4816.455334742323,1343.7683389189485,O1,,260,Q21A,nbellive
25,0.0,dna,20170316,0.059772672835465224,4782.7751026675405,1507.5322123385718,O1,,260,Q21A,nbellive
26,1000.0,dna,20170316,1.1041875375727204,12012.809121498602,10386.097766084189,O1,,260,Q21A,nbellive
27,100.0,dna,20170316,0.7587625344013129,8910.328807061964,7301.0254076801575,O1,,260,Q21A,nbellive
28,10.0,dna,20170316,0.09013250414642036,5363.302284219472,2033.465275687378,O1,,260,Q21A,nbellive
29,250.0,dna,20170316,0.9392926522050468,10999.19483260112,9336.284945996209,O1,,260,Q21A,nbellive
30,25.0,dna,20170316,0.2412574981346828,8843.950889859148,5536.599852684196,O1,,260,Q21A,nbellive
31,5000.0,dna,20170316,0.9495326873427808,9297.217129345649,7744.41994412305,O1,,260,Q21A,nbellive
32,500.0,dna,20170316,1.0723540794862227,11556.096746624757,9922.451198729268,O1,,260,Q21A,nbellive
33,50.0,dna,20170316,0.5855971750470584,9839.457763827426,6825.801583582024,O1,,260,Q21A,nbellive
34,5.0,dna,20170316,0.07977562777077529,5313.107197105691,1915.3780097328631,O1,,260,Q21A,nbellive
35,75.0,dna,20170316,0.5883442174057961,7507.998866700552,5901.612828103194,O1,,260,Q21A,nbellive
36,0.1,dna,20170316,0.0012172325730582508,3504.004304556181,31.317308732806396,O1,,260,Q21M,nbellive
37,0.0,dna,20170316,0.007589536763040191,3466.6593119854933,191.41642165652453,O1,,260,Q21M,nbellive
38,1000.0,dna,20170316,0.4585960030438542,5940.310957542892,4313.599602128479,O1,,260,Q21M,nbellive
39,100.0,dna,20170316,0.12520158625648445,2814.028093731278,1204.724694349471,O1,,260,Q21M,nbellive
40,10.0,dna,20170316,0.0010891961956611314,3354.410192903957,24.573184371863128,O1,,260,Q21M,nbellive
41,250.0,dna,20170316,0.2592443401259647,4239.720238917132,2576.810352312219,O1,,260,Q21M,nbellive
42,25.0,dna,20170316,0.0038010615173069678,3394.5813069053343,87.23026973038122,O1,,260,Q21M,nbellive
43,5000.0,dna,20170316,0.4710892853499868,5395.016948227,3842.219763004402,O1,,260,Q21M,nbellive
44,500.0,dna,20170316,0.39501748667743786,5288.727212786867,3655.08166489138,O1,,260,Q21M,nbellive
45,50.0,dna,20170316,-0.0455042636680936,2483.2521956625737,-530.4039845828274,O1,,260,Q21M,nbellive
